name,categories,subcategories,regions,online_redeem,voucher_min,voucher_max,top_products,url
"ד""ר גב",לבית,ריהוט,"ת""א והסביבה|השרון והסביבה|מודיעין, השפלה והסביבה|פתח תקווה ובקעת אונו|ירושלים והסביבה|חיפה והסביבה|אשקלון, אשדוד והסביבה|הנגב|מרכז|צפון|דרום|סניפים בפריסה ארצית",yes,1,1500,,https://buyme.co.il/supplier/17574314
אלוף ספורט,לגוף ולנפש|אופנה ושופינג,בגדי ילדים ותינוקות|נעליים ותיקים,הנגב|דרום|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573716
YOLO,לבית|תינוקות וילדים,צעצועים,"ת""א והסביבה|השרון והסביבה|פתח תקווה ובקעת אונו|ירושלים והסביבה|חיפה והסביבה|הנגב|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/5853776
מצמן את מרוץ,סדנאות והעשרה|לגוף ולנפש,ציוד ספורט ואקסטרים|סדנאות והעשרה,"ת""א והסביבה|השרון והסביבה|ירושלים והסביבה|חיפה והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/777671
ITAY BRANDS,אופנה ושופינג,אופנת בוטיק ישראלית,"ת""א והסביבה|אילת והערבה|אשקלון, אשדוד והסביבה|מרכז|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573496
Kedem Spa,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"ת""א והסביבה",no,1,1500,חבילת Regenerate Body Retreat זוגית (990); חבילת Serenity Signature Retreat אישית (850); חבילת Traditional Hammam Retreat זוגית (860),https://buyme.co.il/supplier/17574076
גלים,חוויות|לגוף ולנפש,חוויות אקסטרים|אימוני כושר,"ת""א והסביבה|מרכז",no,1,1500,השכרת גלשן (350); כרטיסיית SUP (600); שיעור זוגי (600),https://buyme.co.il/supplier/1645082
העץ של יאשה,לבית|תינוקות וילדים,ריהוט|צעצועים|ריהוט חדרי ילדים,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574191
NAAMAN,לבית,טקסטיל ועיצוב הבית|כלי בישול ומטבח,"אילת והערבה|אשקלון, אשדוד והסביבה|הנגב|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,,,,https://buyme.co.il/supplier/13436307
ShareSpa- מלון NYX הרצליה,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,השרון והסביבה|מרכז|מימוש אונליין,yes,1,1001,"עיסוי ליחיד למשך 45 דקות במלון ShareSpa- מלון NYX הרצליה (490); עיסוי זוגי למשך 45 דקות ב-ShareSpa, שר ספא- ניקס הרצליה (980); עיסוי זוגי למשך 45 דקות וארוחת בוקר ב-ShareSpa, שר ספא- ניקס (1120)",https://buyme.co.il/supplier/10041960
IL MAKIAGE,סדנאות והעשרה|טיפוח ויופי,,"ת""א והסביבה|ירושלים והסביבה|חיפה והסביבה|אילת והערבה|אשקלון, אשדוד והסביבה|הנגב|מרכז|דרום|סניפים בפריסה ארצית",no,1,1000,מאפרת עד הבית (400); איפור ושיער עד הבית (650),https://buyme.co.il/supplier/14642
כתר,לבית|תינוקות וילדים,ריהוט|ריהוט חדרי ילדים,"ת""א והסביבה|פתח תקווה ובקעת אונו|אשקלון, אשדוד והסביבה|הנגב|מרכז|צפון|דרום|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/17573751
מסעדת תריסר,מסעדות וקולינריה,מסעדות שף,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574047
GOLF&CO,לבית,טקסטיל ועיצוב הבית|כלי בישול ומטבח,"ת""א והסביבה|צפון|מרכז|ירושלים והסביבה|חיפה והסביבה|דרום",no,,,,https://buyme.co.il/supplier/997210
Jiggeria,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|סניפים בפריסה ארצית",no,1,1000,ערכת מיקסולוג גדולה (329); מארז קוקטיילים גדולים (280); מארז קוקטיילים זוגי מפנק (240),https://buyme.co.il/supplier/13703924
LAKE TLV,חוויות|לגוף ולנפש,חוויות אקסטרים,"ת""א והסביבה",no,1,1500,שיעור פרטי בגלישה בסקי מים / וייקבורד ליחיד (350); שיעור זוגי בגלישה בוויקבורד (600); קורס גלישה פרטי (900),https://buyme.co.il/supplier/4746516
קולנוע לב,תרבות ופנאי,,"ת""א והסביבה|השרון והסביבה|חיפה והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,כרטיס זוגי לסרט (84); כרטיס זוגי לסרט+ פופקורן ושתייה (118); מנוי 6 כרטיסי קולנוע (185),https://buyme.co.il/supplier/1714139
בוקא,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סיורים |סדנאות והעשרה,"ת""א והסביבה|מרכז|ירושלים והסביבה",no,1,1500,שובר זוגי לסיור אוכל קבוצתי בתל אביב\ ירושלים\ חיפה (490); שובר זוגי לסיור אוכל קבוצתי מושחת ומוגזם בפלורנטין (500),https://buyme.co.il/supplier/6700668
משתלת אזור,לבית,פרחים וצמחיה,מרכז|מימוש אונליין,yes,1,1000,"זר פרחים ""יפה באדום"" (229); זר פרחים ""יופי כפרי"" (198); סחלב 2 ענפים + עציץ קרמיקה (253)",https://buyme.co.il/supplier/7181112
magnolia,אופנה ושופינג,תכשיטים ושעונים,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/4065607
אוליאה | Olea - מתחם אירוח,מלונות ונופש,"וילות, צימרים ואירוח",הגליל והגולן|צפון,no,1,1500,"חבילת נופש משפחתית לאמצע שבוע (3800); חבילת נופש זוגית לאמצע שבוע (890); חבילת נופש משפחתית לסופ""ש (4450)",https://buyme.co.il/supplier/17573279
Hilisplay,תינוקות וילדים,טקסטיל ועיצוב חדרי ילדים|ריהוט חדרי ילדים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573965
TOYS R US,תינוקות וילדים,צעצועים|טקסטיל ועיצוב חדרי ילדים|ריהוט חדרי ילדים,מרכז|צפון|דרום|סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/6353430
CAROLINA LEMKE,אופנה ושופינג,משקפיים,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה|סניפים בפריסה ארצית",no,,,,https://buyme.co.il/supplier/17573373
חלי ממן,סדנאות והעשרה|לגוף ולנפש,יועצים|סדנאות והעשרה,,no,1,1500,מסלול 3 חודשים פרימיום (1074); מסלול 3 חודשים באונליין (837),https://buyme.co.il/supplier/13053056
שירי,סדנאות והעשרה|לגוף ולנפש|תינוקות וילדים,יועצים|סדנאות והעשרה|ייעוץ וסדנאות להורים,"ת""א והסביבה|מרכז",no,1,1500,מתנה לידה - ייעוץ שינה להורים הטריים (550); מפגש עם יועצת שינה (860),https://buyme.co.il/supplier/1646771
TinyTap,תינוקות וילדים,צעצועים,,no,1,1500,מנוי שנתי ל-TinyTap (200); מנוי לכל תקופת הילדות (400),https://buyme.co.il/supplier/12144842
Fox Home,לבית,טקסטיל ועיצוב הבית|כלי בישול ומטבח,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה",no,,,,https://buyme.co.il/supplier/14570
TAIZU,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה|מרכז",no,1,1500,ארוחת ערב זוגית (780); ארוחת ערב זוגית ובקבוק יין (900),https://buyme.co.il/supplier/348972
מוצצים,תינוקות וילדים,עגלות ומנשאים|צעצועים|טקסטיל ועיצוב חדרי ילדים|ריהוט חדרי ילדים,"ת""א והסביבה|ירושלים והסביבה|חיפה והסביבה|מרכז|צפון|דרום|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/347860
APRIL,טיפוח ויופי,,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/352934
מקדונלד'ס,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה|השרון והסביבה|ירושלים והסביבה|חיפה והסביבה|אילת והערבה|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1001,ארוחת מק רויאל (54); ארוחת מק רויאל זוגית (108); ארוחת ביג מק (41),https://buyme.co.il/supplier/1803111
Babystar,תינוקות וילדים,עגלות ומנשאים|צעצועים|טקסטיל ועיצוב חדרי ילדים|ריהוט חדרי ילדים,"ת""א והסביבה|השרון והסביבה|ירושלים והסביבה|חיפה והסביבה|אילת והערבה|אשקלון, אשדוד והסביבה|מרכז|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/1613990
שילב,תינוקות וילדים,עגלות ומנשאים|צעצועים|טקסטיל ועיצוב חדרי ילדים|ריהוט חדרי ילדים,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/1335655
LEGO,תינוקות וילדים,צעצועים,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574016
Hipster,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|אופנת בוטיק ישראלית|בגדי ילדים ותינוקות,הנגב|מרכז|דרום|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573706
H&M,אופנה ושופינג,בגדי ילדים ותינוקות,סניפים בפריסה ארצית,no,,,,https://buyme.co.il/supplier/2388927
שקם אלקטריק,לבית,חשמל ואלקטרוניקה,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/1021549
נעלי נמרוד,תינוקות וילדים|אופנה ושופינג,נעליים ותיקים,"ת""א והסביבה|ירושלים והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/4872476
נונו ומימי,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/1426521
מלונות בראון מבית ישראל קנדה,חדש על המדף|ספא וימי כיף|מלונות ונופש,מלונות יוקרה|מלונות בוטיק|מלונות בפריסה ארצית,"ת""א והסביבה|ירושלים והסביבה|הגליל והגולן|אילת והערבה|אשקלון, אשדוד והסביבה|מרכז|צפון|דרום",no,1,1500,חופשת ספא זוגית מפנקת - דברה בראון | תל אביב (1199); חופשת ספא זוגית מפנקת - בראון בובו | תל אביב (1199); חופשת ספא זוגית מפנקת בראון ביץ׳ האוס | תל אביב (1199),https://buyme.co.il/supplier/17573542
פפאיה,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות|נעליים ותיקים,"ת""א והסביבה|השרון והסביבה|מודיעין, השפלה והסביבה|פתח תקווה ובקעת אונו|ירושלים והסביבה|חיפה והסביבה|אילת והערבה|אשקלון, אשדוד והסביבה|הנגב|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/9324447
